id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1059166553884124189,Chambre.,13536843,Per,,Älvsjö,59.28326,17.98513,Entire home/apt,2600,1,0,,,3,269,0,
1059308388140191097,Apartment in Södermalm,2680087,Ingrid,,Södermalms,59.30848,18.06722,Entire home/apt,2500,3,10,2024-09-06,1.09,1,165,10,
1059435985110770944,Radhus 1 Sovrum Vällingby/Stockholm,547348018,Levente,,Hässelby-Vällingby,59.37403149999999,17.8823111,Entire home/apt,800,2,1,2024-05-19,0.13,4,25,1,
1059501606226257783,Mysigt 60-tals radhus,553824561,Jonas,,Farsta,59.2493283930504,18.09437780242739,Entire home/apt,1500,2,0,,,1,173,0,
1060104441170885254,Comfy apartment in Södermalm,291760458,Daniela,,Södermalms,59.313419,18.095355,Entire home/apt,960,3,48,2024-12-23,4.86,5,292,48,
1060137107339845351,Radhus 2 Sovrum Vällingby/Stockholm,547348018,Levente,,Hässelby-Vällingby,59.37403147479037,17.8823109716177,Entire home/apt,995,1,29,2024-12-23,2.43,4,95,29,
1060144429601865310,Radhus 3 Sovrum Vällingby/Stockholm,547348018,Levente,,Hässelby-Vällingby,59.374717146809196,17.881445198681963,Entire home/apt,1395,1,3,2024-06-29,0.27,4,138,3,
1060420327557772141,100 Sqm Apartment - Stockholms best area Östermalm,85626544,Truls,,Östermalms,59.334918175292714,18.092909288360584,Entire home/apt,2398,3,43,2024-12-15,5.84,1,295,43,
1060697215193396626,Majk's home,554169397,Michael,,Hägersten-Liljeholmens,59.30671,18.03049,Private room,525,1,24,2024-11-28,2.05,1,90,24,
1060838056402606667,Cozy Södermalm Studio for Four,16683151,Olof,,Södermalms,59.30746070000001,18.0903493,Entire home/apt,654,1,271,2024-12-15,23.57,37,363,271,
1060998931544043468,Villa sol,526716628,Maria,,Norrmalms,59.33988,18.03483,Entire home/apt,2000,1,0,,,1,269,0,
1061210279801119144,Room in Bromma,85772189,Linnéa,,Bromma,59.3594422,17.9182043,Private room,500,1,3,2024-07-19,0.40,1,179,3,
1061564000219925643,House near the city center.,15522465,Charlotta,,Farsta,59.2711243,18.0784654,Entire home/apt,3000,4,1,2024-08-05,0.20,1,124,1,
1061658552543757931,Bostadsrätt,449455048,Claudia,,Rinkeby-Tensta,59.400409,17.9430661,Private room,1000,1,2,2024-05-19,0.26,1,365,2,
1062040179602299831,Mysig sekelskiftslägenhet med hotellkänsla,548543386,Björn,,Norrmalms,59.34848995138077,18.05998418480158,Entire home/apt,2000,1,5,2024-12-01,0.68,1,137,5,
1062366489631996990,Möblerad 2a i Kista centrum,395289156,Sandra,,Rinkeby-Tensta,59.40161172594231,17.942201376813955,Entire home/apt,1000,1,0,,,1,269,0,
1062708565001684784,Östermalm Penthouse Apartment,489767,Saul,,Norrmalms,59.34630750060445,18.062169820434733,Entire home/apt,3800,1,0,,,2,118,0,
1063012241935672548,Familjevänligt i villaidyll,164583990,Viktor,,Älvsjö,59.27142,17.98039,Entire home/apt,,5,6,2024-08-12,0.94,1,0,6,
1063142929011371095,Ditt rum,510074879,Mohsin,,Rinkeby-Tensta,59.41736,17.91123,Private room,399,1,6,2024-09-01,0.81,2,180,6,
1063618101554384314,Lägenhet på kungsholmen,532342972,Philip,,Kungsholmens,59.32852,18.01025,Entire home/apt,950,3,3,2024-05-20,0.27,1,180,3,
1063701799866529410,Mysigt parhus nära till centrum,533148486,Sean L.,,Rinkeby-Tensta,59.4027013,17.929766,Entire home/apt,628,1,7,2024-10-16,0.72,1,86,7,
1064235837234736250,Retro Retreat with Modern Comforts,220860397,Sofia,,Skarpnäcks,59.2721344,18.1344129,Entire home/apt,1671,1,16,2024-11-16,1.50,24,83,16,
1064269857433097894,"Bright, central duplex apartment",7675670,Nathalie,,Kungsholmens,59.337617387850194,18.022946759847326,Entire home/apt,4000,1,0,,,1,364,0,
1064366164395853939,House next to nature reserve and the city centre,36520144,Helena,,Skarpnäcks,59.27917390571139,18.141739768755638,Entire home/apt,1400,6,3,2024-07-25,0.48,1,61,3,
1064557344730686539,Spacious close to the city,6902319,Oskar,,Södermalms,59.30263,18.09367,Entire home/apt,,3,5,2024-08-02,0.47,1,0,5,
1065080339564628062,Tvåa Söder om Södermalm,28382363,Daniel,,Skarpnäcks,59.29588,18.09405,Entire home/apt,1200,1,19,2024-12-15,3.63,1,281,19,
1065080795778921170,Bästa läget på Kungsholmen,19398097,Sofi,,Kungsholmens,59.3332473,18.0378308,Entire home/apt,6500,3,0,,,1,203,0,
1065346253822027418,Lägenhet i centrala Stockholm,447671790,Patrik,,Östermalms,59.3332,18.08125,Entire home/apt,4343,1,25,2024-11-29,2.31,8,190,25,
1065814406221701102,Super nice new apartment,545168718,Christine,,Södermalms,59.32501,18.07129,Entire home/apt,2357,1,83,2024-12-13,7.69,2,320,83,
1066495191871360529,Rum i våning på Östermalm,356491274,Johan,,Östermalms,59.339611758107594,18.07026663593464,Private room,1257,2,18,2024-12-01,2.12,1,176,18,
1066609684691435502,Nice living for 1-3 p on a Luxury Yacht near city,103670971,Olle,,Kungsholmens,59.32628325303308,18.04476499557495,Private room,,1,5,2024-08-30,0.56,5,0,5,
1066635399805603565,VIP cabin on a Luxurious Yacht near City center,103670971,Olle,,Kungsholmens,59.326314971769996,18.040194176137447,Private room,,1,6,2024-08-29,0.70,5,0,6,
1066790838973450903,Charming Retreat: Cozy room w Super Friendly Host.,214288514,Ruhiyya,,Rinkeby-Tensta,59.40440443002767,17.937350906431675,Private room,439,2,12,2024-12-03,1.15,1,90,12,
1067188242635876253,Luxury Yacht near City Center for 1-9 pers,103670971,Olle,,Kungsholmens,59.32627210828875,18.042704942327884,Entire home/apt,,1,5,2024-08-28,0.68,5,0,5,
1067808934246457118,2 room apartment in Stockholm,173667390,Bakar,,Rinkeby-Tensta,59.4083779383987,17.942822379646827,Entire home/apt,1200,1,1,2024-05-18,0.13,1,267,1,
1067861697547720521,Master Bedroom in a Luxury Yacht near City Center,103670971,Olle,,Kungsholmens,59.32630494807655,18.03931463013306,Private room,,1,1,2024-05-19,0.13,5,0,1,
1067897831427970558,Mysigt rum i charmig lägenhet,39458825,Anna Louisa,,Skarpnäcks,59.29879019175871,18.093326422416204,Private room,,1,5,2024-08-31,0.46,1,0,5,
1068546384074360760,Bo mitt i city,500760265,Erik,,Kungsholmens,59.324548759837484,18.010186292231083,Entire home/apt,1303,1,1,2024-06-01,0.14,2,269,1,
1068615804226746694,"Stort, insynsskyddat och sjönära",108462901,Vilma,,Älvsjö,59.2721604,17.9616482,Entire home/apt,2392,1,0,,,1,267,0,
1068856609303241452,Mysig 2a i Vasastan,556428370,Matilda,,Norrmalms,59.34531720865152,18.04198756814003,Entire home/apt,,80,1,2024-07-28,0.19,1,0,1,
1068972539735353809,Sofias hus,243610088,Sofia,,Hässelby-Vällingby,59.36130276503948,17.88956869393587,Entire home/apt,1984,5,0,,,1,267,0,
1069275446353337244,Drömboende 15 min från Stockholm,4818461,Jenny Elisabeth,,Bromma,59.3390603,17.9644728,Entire home/apt,1900,7,6,2024-08-18,1.08,1,79,6,
1069408640346577858,Spacious studio in Södermalm,271346174,StayPlus,,Södermalms,59.31637,18.05152,Entire home/apt,758,3,36,2024-12-16,3.19,69,14,36,
1069422440014767902,Quadruple room - No window,259019701,Marius,,Kungsholmens,59.3352389191424,18.031855453705187,Private room,,1,1,2024-07-17,0.18,21,305,1,
1069485549744107262,Flat with nice location in Söder,271346174,StayPlus,,Södermalms,59.31798,18.0527,Entire home/apt,733,4,35,2024-12-15,3.13,69,16,35,
1069612718868640586,Mysig villa i Stockholm,507370345,Therese,,Enskede-Årsta-Vantörs,59.28345237333782,18.055945950945958,Entire home/apt,1835,2,7,2024-08-10,1.25,1,12,7,
1069643387833837405,Studio centralt på Södermalm,44399364,Frida,,Södermalms,59.31143959338793,18.07311447190625,Entire home/apt,1171,2,19,2024-12-08,2.24,2,73,19,
1070068807434131373,Sekelskiftesvåning högst upp i huset i Vasastan,241731080,Ida,,Norrmalms,59.34453780391267,18.059457189842263,Entire home/apt,,7,2,2024-08-05,0.35,1,268,2,
1070141415558293563,Modern Loft Apartment 30 sqm breakfast included,428239101,Unity,,Södermalms,59.30214640000001,18.0943106,Private room,1631,1,5,2024-09-10,0.73,4,336,5,
1070363409732992895,Chic & Spacious Retreat: Bright and Stylish Apt,135323554,Hans Olof,,Enskede-Årsta-Vantörs,59.27359,18.01804,Entire home/apt,1103,1,39,2024-12-17,3.48,43,184,39,
1070746687062721477,Cute studio apartment on the waterfront,316782764,Clara,,Norrmalms,59.3378002,18.0375492,Entire home/apt,1147,7,63,2024-12-18,5.87,12,44,63,
1070787996029242532,Familjevänligt boende i Enskede,238665678,Kristina,,Skarpnäcks,59.28141152807736,18.111684269638317,Entire home/apt,3200,6,0,,,1,267,0,
1071160415713858940,Högsta utsiktsplatsen i Sthlm.,97364935,Kitty,,Södermalms,59.319108272830604,18.053898587822914,Private room,1174,1,16,2024-11-22,1.68,1,270,16,
1071463757916612784,Fin lägenhet  på Södermalm,284982103,Johannes,,Södermalms,59.3135349,18.0744068,Entire home/apt,1750,1,0,,,1,269,0,
1071620024124634500,Stay Inn: Söder Cozy apartment,549905955,Stay Inn,,Södermalms,59.31423636894926,18.085192613921087,Entire home/apt,1350,3,1,2024-05-19,0.13,23,0,1,
1071778764278820136,"Top floor, top address",16743208,Oscar,,Östermalms,59.34102,18.08189,Entire home/apt,891,2,5,2024-12-22,1.01,1,5,5,
1072247822434339274,"Scandinavian condo, top floor, new flat",509856268,Emre,,Älvsjö,59.2807769,18.0006642,Entire home/apt,,2,15,2024-08-11,1.81,1,0,15,
1072259703662619286,Vacker takvåning med balkong,24452450,Ville,,Södermalms,59.3083481575164,18.085914773541248,Entire home/apt,,4,5,2024-08-03,0.76,1,0,5,
1072417533488955704,Deluxe King,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,2876,1,0,,,9,352,0,
1072686806024292911,Charmigt hus i perfekt läge,156454166,Klara,,Bromma,59.36483298871636,17.9276480153203,Entire home/apt,,7,0,,,1,0,0,
1073273798219203957,Mysig sekelskifteslägenhet,66776053,Lotta,,Norrmalms,59.34509689999999,18.0440521,Entire home/apt,,7,9,2024-08-21,0.87,1,1,9,
1073337467729314995,Gamla Stan Town House,557656484,Maja,,Södermalms,59.32578179999999,18.0740272,Entire home/apt,1786,3,10,2024-12-26,1.74,1,10,10,
1073828161568371690,Stor ljus 3:a nära tunnelbanan i Blåsut,14602146,Hanna,,Enskede-Årsta-Vantörs,59.29030099999999,18.0937477,Entire home/apt,920,28,0,,,1,42,0,
1073851740069931272,Hela boendet (lägenhet) i Skärholmen T. bana,556242984,Ahmad,,Skärholmens,59.285385834693514,17.91624291779052,Entire home/apt,720,1,0,,,2,269,0,
1073909275347046364,Nära stan & bra kommunikationer,21521261,Jacqueline,,Bromma,59.34041,17.94437,Private room,500,1,33,2024-11-20,2.96,1,73,33,
1073919442106671633,"Charmig lägenhet i centrum.
Boka 3 nätter minst!",303231896,Fia,,Östermalms,59.33865906123124,18.093584246032698,Entire home/apt,1800,1,6,2024-08-04,0.65,1,43,6,
1073960764386781422,Design apartment by the water,12896174,Vincenzo,,Kungsholmens,59.33741,18.02538,Entire home/apt,2500,5,10,2024-09-23,1.07,1,49,10,
1073965194986307389,Elegant apartment Södermalm,410777773,Saeid,,Södermalms,59.313411201142436,18.060196110744705,Entire home/apt,1450,5,0,,,1,19,0,
1074004260214369716,Lägenhet i mysiga Gamla Enskede,283241189,Emma,,Enskede-Årsta-Vantörs,59.28576,18.08875,Entire home/apt,2500,2,1,2024-03-17,0.10,1,266,1,
1074592639325980899,Superior Queen,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,1965,1,1,2024-07-31,0.20,9,361,1,
1074592698012857904,Lower Level Queen,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,1856,1,3,2024-10-13,0.36,9,361,3,
1074593112527645167,Superior King,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,1967,1,0,,,9,360,0,
1074684929590387273,Artsy & cozy home with a garden,1864075,Kajsa,,Hägersten-Liljeholmens,59.30214447379356,17.99461399642706,Entire home/apt,850,2,13,2024-11-11,1.33,1,79,13,
1075240290129408665,Studio apartment,547795812,Jakob,,Skarpnäcks,59.29744,18.09192,Entire home/apt,1000,2,7,2024-09-17,0.85,1,269,7,
1075936159346295699,High ceiling OLD TOWN,325886610,Old Town Studio,,Södermalms,59.322872075924906,18.071596729462414,Entire home/apt,2975,2,54,2024-12-14,5.55,3,289,54,
1075963221370824029,Cosy artistic apartment,526706360,Vanesa,,Skarpnäcks,59.29832,18.08887,Entire home/apt,700,90,11,2024-09-19,1.32,1,325,11,
1075966756729648696,Vintage Gem in the Historic Old Town District,1027549,William,,Södermalms,59.323916729713304,18.069156839072537,Entire home/apt,2056,1,63,2024-12-29,5.91,18,78,63,
1075996496393897831,Nyrenoverad med kamin & uteplats,336916804,Nassnet,,Skärholmens,59.27149,17.90708,Entire home/apt,1180,1,1,2024-04-29,0.12,1,267,1,
1076019806233275859,Skepparens LGHT Gamla Stan,486418881,Stefan,,Södermalms,59.32577449999999,18.0744845,Entire home/apt,1295,1,75,2024-12-16,8.65,2,157,75,
1076071763878609664,Stylish Studio Haven: Ideal for Four Guests,16683151,Olof,,Södermalms,59.30648,18.09137,Entire home/apt,703,1,614,2024-12-25,56.85,37,364,614,
1076109604618989751,Bed & Breakfast at Hotel Tre små rum,378998653,City Living,,Södermalms,59.31509510000001,18.0630044,Private room,1456,1,2,2024-05-21,0.18,10,306,2,
1076125997084722225,Modern one bedroom with great location,271346174,StayPlus,,Hägersten-Liljeholmens,59.29761336667238,18.001609876879982,Entire home/apt,920,4,0,,,69,257,0,
1076176236919271870,En oas vid Stockholm,483409399,Dana,,Bromma,59.34890810178086,17.87690560274345,Entire home/apt,485,1,5,2024-09-01,0.47,1,26,5,
1076181427536982128,"Charmig lägenhet, Gamla Enskede",32608517,Jenny,,Enskede-Årsta-Vantörs,59.2837279,18.0827682,Entire home/apt,1150,1,26,2024-12-15,3.42,1,339,26,
1076727365450232394,Stockholm City Chic-1-Bedroom Loft for 3,550676590,Travelnest,,Norrmalms,59.33617265975634,18.052807177500064,Entire home/apt,1724,1,23,2024-11-20,1.31,3,349,11,
1076764790763885516,Bed & Breakfast at Hotel Tre små rum,378998653,City Living,,Södermalms,59.31509510000001,18.0630044,Private room,1456,1,10,2024-12-29,0.91,10,0,10,
1076793164021973015,Liten lägenhet med uteplats,529175512,Baguma,,Hässelby-Vällingby,59.36725449999999,17.8359899,Entire home/apt,550,3,0,,,1,254,0,
1077322231273869814,Lakeside Elegance: Stylish Apt with Amazing View,60382478,Elias,,Kungsholmens,59.329,18.00015,Entire home/apt,887,1,46,2024-12-11,4.21,38,265,46,
1077413053984042672,Scandinavian Elegance: Brilliant Lake View,60382478,Elias,,Kungsholmens,59.33039866005027,17.99867182570446,Entire home/apt,1045,1,51,2024-12-26,4.66,38,248,51,
1078080180546699731,Great apartment in Stockholm,93601073,Fredrik,,Norrmalms,59.34638,18.05731,Entire home/apt,,7,0,,,1,0,0,
1078285117837081724,The Tropical Apartment,18371052,Erik,,Enskede-Årsta-Vantörs,59.2839548,18.091478,Entire home/apt,690,3,33,2024-12-15,3.19,1,96,33,
1078287934250898223,Bed & Breakfast at Hotel Tre små rum,378998653,City Living,,Södermalms,59.31509510000001,18.0630044,Private room,1456,1,3,2024-11-17,0.31,10,339,3,
1078839637666416596,Cosy city apartment near water,162417323,Beatriz,,Kungsholmens,59.330620470750915,18.001646474003792,Entire home/apt,2200,2,2,2024-08-04,0.38,1,63,2,
1079047633912820827,Private bedroom -central apartment,31751660,Rr,,Kungsholmens,59.33356360000001,18.0385067,Private room,700,1,22,2024-12-04,2.05,1,35,22,
1079694132206180006,Cozy 1 bedroom in great location,387992620,Cara,,Östermalms,59.34169076080405,18.090462125837803,Entire home/apt,1500,4,11,2024-07-25,1.37,1,11,11,
1080202137640206745,"""in the very heart of Stockholm""",66691333,Lennart Westman,,Södermalms,59.310552029718544,18.073782752791107,Private room,620,3,4,2024-08-05,0.53,1,121,4,
1080247410630218456,Kapellet,102382348,Joachim,,Älvsjö,59.2796969,17.9786639,Entire home/apt,,1,0,,,1,269,0,
1080257806911964318,Elegant lägenhet på Södermalm,116044429,Guven,,Södermalms,59.3144764,18.0908473,Entire home/apt,966,1,33,2024-12-25,4.88,9,196,33,
1080260586782396022,"Room for woman
Clean central near everything",559403297,Elisabeth,,Södermalms,59.3111682,18.0666561,Private room,520,4,1,2024-06-21,0.16,2,28,1,
1080296547167785945,Modern apartment in Östermalm,44863864,Monica,,Östermalms,59.35025,18.06343,Entire home/apt,7000,2,2,2024-07-07,0.27,1,362,2,
1080305006886622530,Old Apartment in Old Town,534482328,Von,,Södermalms,59.32296,18.0712,Entire home/apt,796,1,78,2024-12-15,7.50,2,221,78,
1080833004670228773,"Öppen, luftig och central",61982043,Latifah,,Enskede-Årsta-Vantörs,59.25982,18.0123,Entire home/apt,681,1,1,2024-06-26,0.16,1,90,1,
1081768792323476362,Lovely 1 bedroom apartment,271346174,StayPlus,,Bromma,59.33255388832922,17.945739774939135,Entire home/apt,748,3,7,2024-06-14,0.65,69,130,7,
1081982735789959334,Norra Flygeln - Charlottendal herrgård,42560054,Gustav,,Hägersten-Liljeholmens,59.31406,18.01436,Entire home/apt,4143,6,13,2024-08-31,1.74,1,77,13,
1082443638066805864,Classic King,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,2346,1,1,2024-04-06,0.11,9,347,1,
1082450460989220218,Loft Single (No window),549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,1567,1,0,,,9,360,0,
1082451483205871046,Loft double (No window),549551499,Clas På Hörnet,,Norrmalms,59.347242137555945,18.061936815639154,Private room,1720,1,3,2024-12-23,0.97,9,361,3,
1082452887719531391,The Suite,549551499,Clas På Hörnet,,Norrmalms,59.346526,18.0610965,Private room,3270,2,0,,,9,353,0,
1083055159026827889,10min from city,530016749,Sofia,,Bromma,59.33512,17.9871,Entire home/apt,1143,3,4,2024-09-13,0.53,1,177,4,
1083151255218320776,Spacious and styilsh apartment,3635042,Beata & David,,Södermalms,59.31812,18.03553,Entire home/apt,,2,4,2024-11-01,0.44,1,0,4,
1083235563392771679,2 bedroom gorgeous apartment in Stockholm,153918632,Novasol,,Östermalms,59.348676359157,18.094232815345,Entire home/apt,114705,1,1,2024-06-29,0.16,1,0,1,
1083264618707946248,Radhus i Örby,150151484,Emilia,,Enskede-Årsta-Vantörs,59.273832815171104,18.02593119442463,Entire home/apt,1251,4,3,2024-08-05,0.39,1,69,3,
1083268202362521120,Kasa Johan,332983381,Jhon,,Enskede-Årsta-Vantörs,59.26595063961698,18.01480898975574,Entire home/apt,1357,1,0,,,1,269,0,
1083930454392322665,Beautiful area in Stockholm,115060559,Ramin,,Hässelby-Vällingby,59.371739785872194,17.894499283837114,Entire home/apt,,1,0,,,1,0,0,
1083988903512400417,Room at a great location in Södermalm,432893579,Rickard,,Södermalms,59.307086784274055,18.075939103293067,Private room,1100,1,41,2024-12-15,3.88,1,82,41,
1084073797363629569,Underbart grön tvåa nära vattnet,351728122,Elin,,Södermalms,59.31893,18.0224,Entire home/apt,675,40,0,,,1,263,0,
1084505497346969138,Studio Enskede,143903093,Niklas,,Farsta,59.27843,18.07505,Entire home/apt,,2,0,,,2,0,0,
1084651400176650018,Spacious Södermalm apartment,271346174,StayPlus,,Södermalms,59.3186842080839,18.068467890955485,Entire home/apt,927,7,32,2024-12-27,3.34,69,195,32,
1084719307645316953,Modern Charm: Stylish Studio in Södermalm,16683151,Olof,,Södermalms,59.30746070000001,18.0903493,Entire home/apt,642,1,124,2024-12-14,11.48,37,363,124,
1084730887891052807,Spacious one bedroom apartment,271346174,StayPlus,,Hägersten-Liljeholmens,59.295327183794264,18.001717705503648,Entire home/apt,1196,7,0,,,69,256,0,
1084732898086071862,6 Bed Female Dorm Room,558380658,Hostel Nomad,,Östermalms,59.343150385858465,18.112748215264283,Shared room,300,1,18,2024-11-22,1.86,8,363,18,
1084755173262151879,"Perfekt 1,5 rum för 2/3 personer",284094011,Ahlam,,Skärholmens,59.27292,17.88181,Entire home/apt,589,2,0,,,1,269,0,
1084771285496305626,8 Bed Mixed Dorm Room,558380658,Hostel Nomad,,Östermalms,59.3419513,18.11164,Shared room,300,1,10,2024-12-24,0.94,8,356,10,
1084779951646918950,10 Bed Mixed Dorm Room,558380658,Hostel Nomad,,Östermalms,59.3419513,18.11164,Shared room,300,1,12,2024-12-29,1.11,8,0,12,
1084792771381844203,Private Twin Bed Room,558380658,Hostel Nomad,,Östermalms,59.3419513,18.11164,Private room,1143,1,5,2024-07-05,0.47,8,323,5,
1084800665835207870,Private Twin Bed Room with Sofa Bed,558380658,Hostel Nomad,,Östermalms,59.3419513,18.11164,Private room,1006,1,4,2024-09-18,0.37,8,298,4,
1084809018831453189,Private Twin Bed Room with Bunk Beds,558380658,Hostel Nomad,,Östermalms,59.3419513,18.11164,Private room,,1,22,2024-12-08,2.06,8,298,22,
1084811894914714378,Spacious and central apartment,18673811,Gerben,,Norrmalms,59.34598077777055,18.0450862102942,Entire home/apt,,10,0,,,1,0,0,
1085407671824833860,"Gustavia Apartment 
Floor 5B",34891784,Gustavia,,Södermalms,59.32351,18.07082,Entire home/apt,1650,3,22,2024-09-28,2.64,3,137,22,
1085522694765366958,Älvsjö Rum Uthyres,195332503,Miranda,,Älvsjö,59.27827394450371,17.99474557117158,Private room,,1,0,,,1,269,0,
1085537873960839042,Feeling like Home,560697263,Khunnam,,Enskede-Årsta-Vantörs,59.28897977645394,18.031819176450067,Private room,280,1,0,,,1,269,0,
1085562929289873596,Cozy apartment for rent!,12948593,Jenny,,Södermalms,59.31519874843006,18.061791255880035,Entire home/apt,2500,3,5,2024-10-14,0.64,1,55,5,
1085619429270252342,"Stor lägenhet, centralt läge",8614175,Nadja,,Östermalms,59.35191,18.06506,Entire home/apt,3800,2,9,2024-08-11,1.15,1,150,9,
1085932715979227842,Rosbacken,560795089,Andreas,,Hässelby-Vällingby,59.37407,17.81111,Entire home/apt,,1,3,2024-08-01,0.56,1,182,3,
1086119838324372897,Lovely Östermalm apartment,271346174,StayPlus,,Östermalms,59.34841207572755,18.067115251898223,Entire home/apt,1051,4,26,2024-12-11,2.48,69,11,26,
1086175372054966268,Cozy Östermalm Studio,271346174,StayPlus,,Östermalms,59.34833,18.06747,Entire home/apt,760,1,20,2024-08-25,1.96,69,12,20,
1086729722162892760,Charming townhouse for the family,17391371,Andrea,,Skärholmens,59.288421151358556,17.943962986670975,Entire home/apt,1300,5,0,,,1,173,0,
1086921757614349462,Charmig Vindsvånings lägenhet i Hägersten våning 2,561015533,Albin,,Hägersten-Liljeholmens,59.29331,17.98803,Entire home/apt,869,2,33,2024-12-15,3.10,5,95,33,
1088167261137903056,Extra övernattnings rum i stan,52574331,Mariana,,Norrmalms,59.338533,18.051099,Entire home/apt,260,30,3,2024-12-10,0.47,1,161,3,
1088507593727352317,Tvårumslägenhet med närhet till Stockholm City,539237066,Sella,,Enskede-Årsta-Vantörs,59.28830184236956,18.096159785723092,Entire home/apt,,2,18,2024-08-16,1.73,1,0,18,
1088532097704605307,Villa i Bromma - med laddbox!,146651266,Staffan,,Bromma,59.36826532218966,17.928553626623703,Entire home/apt,1600,7,0,,,1,269,0,
1089013191336425480,Lägenhet med utsikt,64316185,Daniel,,Hässelby-Vällingby,59.3569612,17.8829912,Entire home/apt,950,2,5,2024-06-30,0.66,1,215,5,
1089157281637069333,Villa med pool centralt,561531432,Sara,,Älvsjö,59.28406,17.99349,Entire home/apt,3250,5,0,,,1,178,0,
1089215890779533231,Supercentral etta på Östermalm,401673638,Tess,,Östermalms,59.34057,18.0882,Entire home/apt,5900,1,0,,,1,269,0,
1089237562586747405,Central Globen area room,18150929,Hanna,,Enskede-Årsta-Vantörs,59.29758,18.07161,Private room,,1,0,,,1,0,0,
1089285158535337338,La Casa-1 in Kälvesta,138488940,Osvaldo,,Hässelby-Vällingby,59.383600825188346,17.850610312527586,Private room,360,3,2,2024-05-20,0.19,3,273,2,
1089662109758903937,Trevlig modern lägenhet med bra läge,48108578,Emanuel,,Kungsholmens,59.3249554,18.0074205,Entire home/apt,3000,3,0,,,1,87,0,
1089757834750383686,Södermalm Hideaway Haven,16683151,Olof,,Södermalms,59.30658,18.08971,Entire home/apt,815,1,144,2024-12-19,14.26,37,363,144,
1089757849563687681,Stay Inn: Sveavägen Apartment with city view,549905955,Stay Inn,,Norrmalms,59.34247,18.05601,Entire home/apt,1620,3,13,2024-10-12,1.56,23,0,13,
1089761058299524262,Mysigt lägenhet i Kungsholmen,561301057,Артур,,Kungsholmens,59.33183349999999,18.0151853,Entire home/apt,1979,1,18,2024-11-24,2.32,1,354,18,
1089847010707927485,Central mysig lägenhet på Nytorget,7494244,Mikael,,Södermalms,59.3120038,18.0828372,Entire home/apt,1750,2,44,2024-12-09,5.30,1,306,44,
1089927139847370695,Drömboende nära sjön,40761799,Anna,,Älvsjö,59.26359,17.98619,Entire home/apt,1400,1,2,2024-08-07,0.39,1,103,2,
1090378118039188112,Urban Oasis on Södermalm: Sleeps Six,16683151,Olof,,Södermalms,59.30673,18.08951,Entire home/apt,1467,1,132,2024-12-27,13.07,37,0,132,
1090547203507306560,Charming spacious apartment,10164656,Karin,,Norrmalms,59.346125735794246,18.042587976955154,Entire home/apt,,7,0,,,1,0,0,
1091103495940266351,Stay Inn: Cozy Gem Apartment,549905955,Stay Inn,,Norrmalms,59.34184876813258,18.056402104024144,Entire home/apt,1440,3,13,2024-09-22,1.51,23,56,13,
1091125666880433436,1BR Apt for 4 guests in Kungsholmen!,16683151,Olof,,Norrmalms,59.34262128802953,18.03277354936551,Entire home/apt,1018,1,33,2024-12-16,3.17,37,324,33,
1091218805644733244,Ljust och mysigt rum i avgränsad del av lägenhet,33763563,Cecilia,,Norrmalms,59.34605345984489,18.05403806269169,Private room,600,2,13,2024-12-07,1.48,1,26,13,
1091855161116452757,Beautiful very central apt.,562151838,Cecilia,,Norrmalms,59.34285106968757,18.05975116789341,Entire home/apt,1721,5,3,2024-08-25,0.40,1,85,3,
1091866587355125629,Spacious coastal apartment,558589592,Noel,,Bromma,59.32954,17.91067,Entire home/apt,750,7,0,,,1,89,0,
1091997492261414310,Lovely Studio at Telefonplan,271346174,StayPlus,,Hägersten-Liljeholmens,59.29961,17.99818,Entire home/apt,496,2,28,2024-12-22,3.07,69,117,28,
1092899595728266001,Modern lägenhet vid vattnet,37475699,Patric,,Hägersten-Liljeholmens,59.30679947829326,18.02587277083728,Entire home/apt,3500,2,8,2024-10-15,0.87,1,286,8,
1092903264676115822,La Casa-2 in Kälvesta,138488940,Osvaldo,,Hässelby-Vällingby,59.3831025717115,17.85148375767212,Private room,270,3,3,2024-05-29,0.39,3,356,3,
1093228218490342542,Beautiful room in Central City including Breakfast,71127612,Ulf,,Norrmalms,59.33716,18.054,Private room,1080,1,90,2024-12-23,8.74,1,266,90,
1093281433998476665,4 rums-lägenhet i Midsommarkransen,5599904,Klara,,Hägersten-Liljeholmens,59.3023307499716,18.00691768527031,Entire home/apt,1750,2,0,,,1,171,0,
1093292433481761500,Cosy apt in the city w/ balcony,430345471,Sara,,Enskede-Årsta-Vantörs,59.29849,18.07709,Entire home/apt,1214,3,5,2024-09-22,0.56,1,16,5,
